Group,Title,comment_type,comment_id_key,parent_id_key,comment,author,date,likes,sentiment_label,max_emotion,max_emotion_score
ITZY,BET ON ME,node,Ugx0BDbBiYnkunKhHrB4AaABAg,,대박이에요,@dotherside1640,2023-07-02T16:53:30Z,1,2,감동/감탄,0.9729704856872559
ITZY,Not Shy,node,Ugz0CIcxvSaf6AFYlCt4AaABAg,,omg 정말 사랑 해요 연아의 헤어 스타일과 예지의 머리 색깔 리아를 사랑 해요 나도 류인의 머리 색깔도 좋아해요 정말 멋져 보이고 채룡은 디바입니다 ok no but yeah,@ser4phinee,2020-08-17T15:14:03Z,0,2,흐뭇함(귀여움/예쁨),0.9413772821426392
ITZY,마.피.아. In the morning,node,Ugx0ByunWBeV34Wuf3Z4AaABAg,,가사 누가 썻냐 진짜...,@킹범이-z4x,2021-05-05T11:27:04Z,0,0,어이없음,0.9417009353637695
ITZY,달라달라(DALLA DALLA),node,Ugz5w9io-v6mW7QnhB94AaABAg,,데뷔가 화려하네....,@조현우-q9q,2019-02-11T00:40:15Z,0,2,감동/감탄,0.9645280241966248
ITZY,None of My Business,node,UgxBvXDVVhGX5nOnnAN4AaABAg,,나는 이것에 결코 지루하지 않다.,@syujiop,2023-08-20T00:19:57Z,2,2,기대감,0.855498194694519
ITZY,ICY,node,UgydgYBLQxZgMfFnV_t4AaABAg,,예지도 센언니 컨셉이었구나,@tv-pc5tq,2021-05-29T00:56:22Z,0,1,깨달음,0.9422969222068787
ITZY,Cheshire,node,Ugw_O72SE1hqs-euuht4AaABAg,,노래랑 스타일링 왜ㅖ왜케… 감이없지… 내가 디렉 해주고싶다,@DRG-ng6lj,2022-11-30T16:42:08Z,1,0,안타까움/실망,0.9304505586624146
ITZY,달라달라(DALLA DALLA),node,Ugzkh4Vb_nEhNsfohUN4AaABAg,,이거 한국노랜데 한국인 손들어봐;;,@윈터그만이뻐,2019-02-16T13:09:35Z,1,0,당황/난처,0.895463764667511
ITZY,WANNABE,node,UgyHD4b5Anc-gtmQXfR4AaABAg,,가사도 귀에 들어오고 노래도 좋네요 :),@sm-vq3wd,2020-03-09T11:27:55Z,0,2,감동/감탄,0.9555813074111938
ITZY,WANNABE,node,UgwsUM__MszsmKrXjC54AaABAg,,나는 포기하지 않을 것이다 !!,@minnie-dd9sp,2020-03-10T05:52:19Z,0,1,비장함,0.9071478247642517
ITZY,달라달라(DALLA DALLA),node,UgxJ7GT7TYcSFoaBix54AaABAg,,헐....여기에 이채령이랑 황예지가 있네!!!,@사회성좋은착한아현,2019-02-12T02:22:36Z,1,1,놀람,0.9669799208641052
ITZY,달라달라(DALLA DALLA),node,Ugyoudlp17gCfCuej694AaABAg,,이채령 화이팅!!!!,@래아-h6c,2019-02-11T05:47:03Z,0,2,아껴주는,0.9320846199989319
ITZY,ICY,reply,,Ugw22Uw6ZzpRpZu_bf94AaABAg,태국블링크가 세상에서 제일 쓰레기들이지.,@desperado2027,2019-08-04T11:55:36Z,0,0,증오/혐오,0.9714755415916443
ITZY,ICY,node,UgxpbDiRhxBnodAURw14AaABAg,,스타일리스트 일 잘하네! 하나만 빼고!,@비형대지,2019-07-30T11:43:24Z,1,2,감동/감탄,0.970690131187439
ITZY,달라달라(DALLA DALLA),node,Ugxtg-5n3ZORbpp33dd4AaABAg,,너무 이상한 소리 했다면 죄송합니다,@지현-y2i,2019-08-04T11:28:33Z,1,0,당황/난처,0.7665603756904602
ITZY,BORN TO BE,node,Ugzv5GvF6WtoobjvvmZ4AaABAg,,와..ㅠㅠ 이번 안무 댄서분들이랑 합 맞추는 장면들이 너무 멋있어서 괜시리 메가크루 생각 났는데 진짜 영준쌤이 작업하신 거였네ㅠㅠㅠㅠ쉽지 않은 안무 소화하는 있지 너무 기특하고 대견해.... 퍼포먼스 너무 멋있게 잘 만들어주시고 잘 표현했구나,@u_u-mk8ww,2023-12-17T16:14:27Z,5,2,감동/감탄,0.9877187013626099
ITZY,LOCO,node,UgzPi1nwDmZcQFSHZo54AaABAg,,언제까지 애들 재능낭비 시킬셈이야??청순 발랄 컨셉으로 시작했으면 진작에 트와따고 탑먹었다!,@bpaul9955,2021-09-29T14:32:44Z,1,0,불평/불만,0.9730070233345032
ITZY,달라달라(DALLA DALLA),node,UgxPEroobpDIo8E-wAN4AaABAg,,와 조회수 2억회 지렸다 역시 있지,@신원희-y9h,2020-06-21T02:26:47Z,1,2,감동/감탄,0.9830811619758606
ITZY,마.피.아. In the morning,node,UgxLKefleGlT3-Xsdxd4AaABAg,,헐 아니 컨셉자체는 몇년만 지나도 항마력 필요할거같긴 한데 있지분들 포스가 개간지다 멋있네여...노래도 중독성있음..,@Ist-jw7so,2021-04-30T14:31:20Z,0,2,감동/감탄,0.968940258026123
ITZY,WANNABE,node,Ugz70LcOB2-YEyMMa354AaABAg,,결국 3연타해냇군 댄스브레이크근대너무김,@헉-z2y,2020-03-09T14:38:16Z,0,2,즐거움/신남,0.9014332294464111
ITZY,UNTOUCHABLE,node,UgwHLEhZ1boTEccKxt14AaABAg,,ITZY 우리는 당신을 매우 사랑합니다 우리는 휴식에서 Lia의 부활을 기다리고 있습니다 우리는 당신을 매우 사랑합니다 우리는 당신의 직원을 구매합니다 당신은 매우 재능 있고 아름답습니다. 정말 편안해요 당신 노래도 당신처럼 완벽해요!️,@vashaMiki.143,2024-06-02T07:13:55Z,1,2,기쁨,0.9458116888999939
ITZY,LOCO,node,UgxfHG3eLjChIT_DwUd4AaABAg,,이정도면 립스팅 광고,@user-parkjuju,2021-11-09T04:15:52Z,1,0,불평/불만,0.8017672300338745
ITZY,WANNABE,node,Ugxb_HUMkdZVed2bEdN4AaABAg,,이번에는 힙? 한듯...,@u.xu_125,2020-04-30T13:40:25Z,1,2,기대감,0.8483397364616394
ITZY,달라달라(DALLA DALLA),node,Ugwq3LHndP2Yr5KGfLx4AaABAg,,뭔가 아는 얼굴이 엄청많다 아이린도 있는 것 같고 조보아 닮은 분도 있네,@오동훈-r7t,2019-02-10T18:09:38Z,0,2,신기함/관심,0.9542695879936218
ITZY,LOCO,node,UgyvGDUI82tW-HMtUb94AaABAg,,애들아 나 하루종일 뮤비만 보고잌ㅅ어ㅓㅜㅜ 공감하는 믿지 좋아요 눌러바 ㅋㅋ,@지우-q6q,2021-09-25T11:03:11Z,1,2,즐거움/신남,0.9479158520698547
ITZY,CAKE,node,UgyfCnKNOgNyjisT4IZ4AaABAg,,암만 봐도 엔믹스 O.O 꼴 난 것 같음. 하이라이트 부분이 믹스팝 된 것 같은데 개인적으로는 하이라이트 부분이 압도적으로 좋음. O.O로 치면 와치라발라발라 파트보다 슈퍼히어로 파트가 훨씬 좋았던 것과 같은 유형 같음. 분명 따로 노래를 만들었으면 둘이 따로 평가받으면서 좋았을 것 같은데 너무 좋은 거 하나가 껴있으니까 다른 하나가 좋은 것임에도 불구하고 노래를 망친다 생각하게 되고 결국 둘이 분리하여(혹은 하나로만 따로 노래를 만들어서) 편집하는 사람도 나타나는 것 같음. 개인적으로 애니웨이 파트만 듣고 싶음.,@호구마알러지나문희,2023-08-01T14:20:00Z,1,0,안타까움/실망,0.9675109386444092
ITZY,WANNABE,node,UgyXAefh3f0TvG5v-eh4AaABAg,,ㅠㅠㅜㅠㅠㅠㅠ 언니들 너 너무 예뻐요 미쳤다ㅠㅜㅠㅠㅜㅠㅜ,@윤영희-i7b,2020-03-10T04:02:02Z,1,2,감동/감탄,0.9518358111381531
ITZY,달라달라(DALLA DALLA),node,UgwuI6Ppe60_hld7xq94AaABAg,,잉?[timecode] 왜 선미 춤이 보이지?,@태태태태탤미,2019-02-11T07:21:59Z,0,2,신기함/관심,0.9471843838691711
ITZY,달라달라(DALLA DALLA),node,UgzVw0EB-MpYPnwMu8Z4AaABAg,,뒤틀림,@jyygiri49,2021-05-19T09:58:37Z,0,0,불평/불만,0.952033519744873
ITZY,달라달라(DALLA DALLA),node,UgxQzwZVYS5VA_B9rJF4AaABAg,,........너무 예뻐요!!,@모르는사람-v2n,2019-04-27T13:01:12Z,0,2,감동/감탄,0.9470064640045166
ITZY,WANNABE,node,Ugw3rPiMG4ecec22eZ54AaABAg,,채령이 뮤지 너무 조금 나오는거 같은데요 ㅠㅠㅠ 제발 파트도 뮤비 분량도 좀 늘려주세여 ㅠㅠ,@dong_oio,2020-03-10T06:35:02Z,1,0,안타까움/실망,0.9487443566322327
ITZY,WANNABE,node,UgxOXHshWuprQLazaH14AaABAg,,와 대박...,@나대현-i6p,2020-03-09T09:07:37Z,1,1,놀람,0.9607419967651367
ITZY,WANNABE,node,UgydIgw6g8BC_gEJe2h4AaABAg,,2024년에도 시청하는 사람 있나요?,@k-pop_koreanbabajki,2024-02-15T17:56:59Z,6,2,기대감,0.943488597869873
ITZY,달라달라(DALLA DALLA),node,Ugzw6jvWg_yLYBsDwfN4AaABAg,,이쁘다 ㅎㅎ,@구본휘-w2s,2019-02-10T15:33:42Z,1,2,흐뭇함(귀여움/예쁨),0.9519873857498169
ITZY,마.피.아. In the morning,node,Ugx9JG3HqPzQqjO-W9t4AaABAg,,도대체 인스타에 박진영 욕하는 애들 뭐하는 애들임? 이때까지 곡들 전부 좋고 이노래도 졸라 좋은데. 걔들 아마 팬을 가장한 안티일듯,@chensuyong2300,2021-05-04T09:37:38Z,1,0,어이없음,0.9514337778091431
ITZY,달라달라(DALLA DALLA),node,Ugzjg6D5KU9_R1AzbB94AaABAg,,한글을 찾아보기가 힘들다ㅠㅠㅠ,@hessosick171,2019-02-12T05:38:58Z,1,0,안타까움/실망,0.9176717400550842
ITZY,WANNABE,node,UgxvsqlPSNq79rzTJHR4AaABAg,,[timecode] [timecode] 사랑해요 류진,@박서희-y9h,2020-03-10T02:50:40Z,11,2,기쁨,0.9040689468383789
ITZY,LOCO,node,UgwJk90GKF3fmPyQky94AaABAg,,신류진 컴백해서 너무 조타 이번에는 첫 영통 팬싸 를 도전하게써!!! 사랑한다 신류진!!!! 이번 곡도 대박나자 있지 믿지 날자!! 평생 사랑해 있지가 전화 하는데 왜 안받아!!,@__0172,2021-09-24T04:03:01Z,0,2,즐거움/신남,0.9164623618125916
ITZY,마.피.아. In the morning,node,UgxcN5R0OMtXZhCALBV4AaABAg,,어몽어스인가? ;;,@미술학도-i4k,2021-04-30T13:13:34Z,0,0,당황/난처,0.7901545166969299
ITZY,WANNABE,node,Ugyhng0rVg8EEZoq1Ct4AaABAg,,개인적으로 이 노래 가사가 너무 좋은 거 같아,@Deungsanman,2023-11-01T19:56:54Z,7,2,감동/감탄,0.9504574537277222
ITZY,마.피.아. In the morning,node,UgyAuvy55Ujo9Qm36XJ4AaABAg,,아침의 마피아는 정말 걸작이다. “Oh your going to love me~~~”라는 대사는 정말 좋게 들렸어!,@Karina_Lisas,2024-06-19T16:37:00Z,4,2,감동/감탄,0.9702121019363403
ITZY,달라달라(DALLA DALLA),node,UgytIOrfVQvBSqKdbLN4AaABAg,,이게 국산노래냐 외산노래냐 영어댓글 존나많네 ㅋㅋㅋㅋ,@노가더-p6i,2019-03-19T13:11:29Z,0,0,어이없음,0.983372151851654
ITZY,ICY,node,UgzsMb5iUXdxhxn5uel4AaABAg,,다섯명 다 모델 같음,@seomissparasol,2019-07-29T04:06:22Z,0,2,신기함/관심,0.9401900768280029
ITZY,WANNABE,node,UgzOU69k5ko4wEjQj9t4AaABAg,,나는 어려운 시간을 겪을 때 나를 무서워하기 때문에이 멋진 작품에 대해 감사 드리기 때문에 노래를 매우 좋아했습니다.,@mika.1611,2022-08-06T18:33:40Z,13,2,고마움,0.9161643385887146
ITZY,SNEAKERS,node,UgylAyzcrs4uubBHkHp4AaABAg,,어떻게 그렇게 아름답고 완벽할 수 있는지 이해가 안 돼요. ITZY에게 행운을 빕니다! 그리고 우리는 당신을 너무 사랑합니다!,@-Jensetter,2023-04-14T14:30:19Z,23,2,감동/감탄,0.9807074666023254
ITZY,SNEAKERS,reply,,Ugxy48jYwMocvjybAwx4AaABAg,지랄마,@이재훈-d1g,2022-07-24T16:12:13Z,0,0,화남/분노,0.9454123377799988
ITZY,LOCO,node,UgyCoYaaogYnre2MuPF4AaABAg,,나와랏,@손수환-u4y,2021-09-24T02:14:27Z,0,2,기대감,0.5989383459091187
ITZY,Not Shy,node,UgyXRirX_8E3QXWObvp4AaABAg,,헐 이번 노래 너무 좋다 안무도 대박 기대된다,@seoin7325,2020-08-17T09:11:48Z,0,2,즐거움/신남,0.9194376468658447
ITZY,CAKE,node,UgxOy2Qt9BUFMECDDMN4AaABAg,,의상 너무 예뻐요,@황혜진-e8c,2024-04-24T12:10:06Z,3,2,감동/감탄,0.9254505634307861
ITZY,WANNABE,node,UgyUZf3UToTgnF_5_0l4AaABAg,,있지화이팅,@이영주-d6d,2020-04-07T13:35:05Z,0,2,환영/호의,0.8634505867958069
ITZY,WANNABE,node,Ugy9WUYv6PMHd9Qs2AB4AaABAg,,한국인!!,@user-jv9mr8sf9f,2020-03-09T09:03:34Z,1,2,즐거움/신남,0.9156420826911926
ITZY,ICY,node,Ugzq1JzKeONc3wP6ufl4AaABAg,,사랑해 류진,@karomellstella,2020-01-03T20:37:06Z,1,2,아껴주는,0.935501754283905
ITZY,WANNABE,node,Ugw_XbIGNY4G-wIkwfh4AaABAg,,류진누나 진짜 겁나 멋있어요.... 날 가져요 ㅠㅠㅠ엉엉ㅠㅠ,@기적밍-o5e,2020-03-09T09:53:37Z,0,2,감동/감탄,0.971262514591217
ITZY,SNEAKERS,node,Ugy83jXGPaJ81NqYcQ94AaABAg,,와우 2600만 조회수 별로 좋지는 않지만 그래도 부족해서 끝이 아니라 9000만 가자,@황런쥔-f1d,2022-07-16T23:14:11Z,1,2,기대감,0.9638680219650269
ITZY,SNEAKERS,node,Ugx18osapTd78fRP8Kx4AaABAg,,잇지 노래 엄청 특이하다 ㄷㄷ,@lusan9628,2022-07-18T05:39:14Z,2,2,신기함/관심,0.9404035210609436
ITZY,SNEAKERS,node,UgyOFSpcBXCHVAHBgZ94AaABAg,,아직 오지 않은 세상이 날 멈추게 해 ㅋㅋㅋ 하지만 ITZY는 완벽하게 여왕이라고,@ashleyrhien4053,2022-07-15T05:09:16Z,3,2,즐거움/신남,0.9177089929580688
ITZY,ICY,node,Ugx7wCnkgSroMQAT6wd4AaABAg,,짐살라빔보단 낫네,@kobayashimidori,2019-07-28T15:34:31Z,0,1,없음,0.8087003827095032
ITZY,달라달라(DALLA DALLA),node,UgzqZOdNVP6GjLpcZL54AaABAg,,[timecode]~[timecode] 가장 좋아하는 부분,@손주원-l2s,2019-02-14T13:37:21Z,2,2,즐거움/신남,0.71168452501297
ITZY,달라달라(DALLA DALLA),node,UgxfAEmvWTamep5GoAN4AaABAg,,왜 한국노랜데 댓글에 한국말이 없냐 ㅋㅋㅋㅋ,@고라니-d9r,2019-02-12T08:07:05Z,1,0,어이없음,0.9467839598655701
ITZY,WANNABE,node,UgxyH7aL_6DUhalVPE94AaABAg,,노래는 가사부터 유치하고 채령이는 얼굴이 안나오네,@박진아-g9q,2020-03-10T02:55:02Z,3,0,안타까움/실망,0.9661641120910645
ITZY,달라달라(DALLA DALLA),node,UgwaEqqEx8XzJRXP5bR4AaABAg,,류진아 드디어 데뷔를 하는구나ㅠㅜㅠㅠㅜㅠㅠㅠ믹스나인때 얼마나 짜증났는데ㅠㅜㅠㅠㅜㅠㅠ,@멜로디-w2c,2019-02-11T14:17:09Z,4,2,즐거움/신남,0.9382985830307007
ITZY,달라달라(DALLA DALLA),node,UgwD4mQ8HfW0eF78B3F4AaABAg,,황예지 황현진이랑 똑같이 생겼네 ㅋㅋㅋㅋㅋㅋ,@김어진-b5t,2019-02-10T16:24:46Z,0,2,즐거움/신남,0.9643012285232544
ITZY,Mr. Vampire,node,UgxwFbW9T2dtNoGb5Ht4AaABAg,,ITZY 갈수록 더 예뻐️️️ 사랑해️,@밍이-d3n,2024-01-03T01:18:35Z,3,2,흐뭇함(귀여움/예쁨),0.9254356026649475
ITZY,BORN TO BE,node,UgwTzqN2IJVXHY_IWdd4AaABAg,,이제 숨통이 좀 트인다,@blooming_needle,2023-12-17T23:21:32Z,0,2,기쁨,0.9082071185112
ITZY,BET ON ME,node,UgwbpVMH4zilOlElRHx4AaABAg,,왜 뛰는거야,@육사발-m6q,2023-07-02T15:09:45Z,0,0,짜증,0.8319318294525146
ITZY,ICY,node,UgzUPH62nsSXhTkFqD94AaABAg,,류진아... 진짜 사랑해... 류진아 넌 정말 니가 잘생겨보이는 얼굴을 너무 잘 아는구나 어떻게 찍어도 잘 나오는 아이돌은 니가 난생 처음이다 춤도 잘 추고 못 하는게 뭐니 얼굴 잘하지... 춤 잘 추지.... 진짜 미친 거 아냐 돈 거 같아 난 니가 평생 센터였으면 좋겠ㄷㅏ... 욕심 내라.... 사랑한다... 류진이 분량 많이 안 주면 회사 폭파 시킬 거다....,@wjsrkdud0401,2019-07-28T15:31:37Z,2,2,아껴주는,0.9545348882675171
ITZY,Not Shy,node,UgxXlcLCam-K0zu62ht4AaABAg,,어제부터 계속 보는중 ㅠㅠ 최고다,@jr8545,2020-08-18T07:12:02Z,0,2,감동/감탄,0.966124951839447
ITZY,LOCO,node,Ugz9x5wX9TbXoxXerIF4AaABAg,,마피아 보다는 좋은거 같다,@cit122137,2021-09-24T04:27:10Z,0,1,없음,0.8611994385719299
ITZY,CAKE,node,UgzDOyfx33xyc8K00RB4AaABAg,,진짜 궁금해서 그런데 있지 빡센안무 못추는 상태임 몸들이? 다리가 안좋다던지? 걸구룹중에 탑급으로 춤 잘추는 애들 3명이나 보유하고 있는데 왜 매번 노래마다 단순 손가락 안무를 많이 쓰는지 궁금해요,@_ddonge,2023-07-31T09:20:26Z,1,0,어이없음,0.7648612260818481
